User/index###5b1754d09398f###2018-10-27 19:46:07###{"code":"021bBKZs1zCuyd0MkI2t1eE30t1bBKZH"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"userid":"37","position":"1","person":"1","company":"1"}}###{"code":"021bBKZs1zCuyd0MkI2t1eE30t1bBKZH"}###null###null###null###null
Index/search###5b28eb8f7c65a###2018-10-27 19:46:45###{"city":"130100","position":"1","keyword":"\u3002"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[]}###{"city":"130100","position":"1","keyword":"\u3002"}###null###null###null###null
Index/search###5b28eb8f7c65a###2018-10-27 19:46:50###{"city":"130100","position":"1","keyword":"\u5de5\u4f5c"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[]}###{"city":"130100","position":"1","keyword":"\u5de5\u4f5c"}###null###null###null###null
Index/search###5b28eb8f7c65a###2018-10-27 19:47:08###{"city":"130100","position":"1","keyword":"\u62db"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"36","title":"\u62db\u8058\u88c1\u5224","end_date":"2018-08-09","wage":"200","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"id":"47","title":"\u62db\u53d1\u5355\u5ba3\u4f20","end_date":"2018-07-20","wage":"80","payment_type":"2","type":"\u5468\u7ed3","area":"\u88d5\u534e\u533a"},{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","end_date":"2026-07-12","wage":"150","payment_type":"3","type":"\u6708\u7ed3","area":"\u85c1\u57ce\u533a"},{"id":"45","title":"\u62db\u8058\u6539\u6c34\u7535\u7684","end_date":"2018-07-18","wage":"80","payment_type":"1","type":"\u65e5\u7ed3","area":"\u85c1\u57ce\u533a"}]}###{"city":"130100","position":"1","keyword":"\u62db"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-10-27 19:47:14###{"position":"1","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u4ed8"}}###{"position":"1","userid":"37"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-10-27 19:47:17###{"position":"1","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u4ed8"}}###{"position":"1","userid":"37"}###null###null###null###null
Index/location###5b21fee04cd72###2018-10-27 19:47:18###{"lng":"114.513155","lat":"38.019568"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"city":"130100","location":"\u4e1c\u5c97\u6021\u56ed"}}###{"lng":"114.513155","lat":"38.019568"}###null###null###null###null
Index/index###5b1781ee5e479###2018-10-27 19:47:19###{"city":"130100","position":"1"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"lunbo":[{"photo":"https:\/\/san.keyitongxin.com\/Public\/uploads\/ads\/20180706054323.jpg","linkurl":""},{"photo":"https:\/\/san.keyitongxin.com\/Public\/uploads\/ads\/20180706060833.jpg","linkurl":""}],"recommend":[{"id":"49","title":"\u53d1\u5355\u5458","wage":"60","end_date":"2021-07-26","payment_type":"2","area":"\u88d5\u534e\u533a","type":"\u5468\u7ed3"},{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","wage":"150","end_date":"2026-07-12","payment_type":"3","area":"\u85c1\u57ce\u533a","type":"\u6708\u7ed3"}],"hot":[{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","wage":"150"},{"id":"49","title":"\u53d1\u5355\u5458","wage":"60"}]}}###{"city":"130100","position":"1"}###null###null###null###null
Personcenter/switchidentity###5b31e8299f2b6###2018-10-27 19:47:21###{"userid":"37","identity":"2"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"msg":"\u5207\u6362\u6210\u529f"}}###{"userid":"37","identity":"2"}###null###null###null###null
Index/location###5b21fee04cd72###2018-10-27 19:47:21###{"lng":"114.513155","lat":"38.019568"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"city":"130100","location":"\u4e1c\u5c97\u6021\u56ed"}}###{"lng":"114.513155","lat":"38.019568"}###null###null###null###null
Index/index###5b1781ee5e479###2018-10-27 19:47:22###{"city":"130100","position":"2"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"lunbo":[{"photo":"https:\/\/san.keyitongxin.com\/Public\/uploads\/ads\/20180706054404.jpg","linkurl":""},{"photo":"https:\/\/san.keyitongxin.com\/Public\/uploads\/ads\/20180706060844.jpg","linkurl":""}],"recommend":[{"rid":"148","title":"\u5bb6\u6559\u627e\u8001\u5e08","wage":"50","end_date":"2018-08-16","payment_type":"3","area":"\u88d5\u534e\u533a","type":"\u6708\u7ed3"},{"rid":"147","title":"\u4fdd\u59c6","wage":"0","end_date":"2018-08-08","payment_type":"1","area":"\u683e\u57ce\u533a","type":"\u65e5\u7ed3"},{"rid":"146","title":"\u949f\u70b9\u5de5","wage":"0","end_date":"2018-08-08","payment_type":"1","area":"\u957f\u5b89\u533a","type":"\u65e5\u7ed3"},{"rid":"142","title":"\u7ffb\u8bd1","wage":"100","end_date":"2018-12-10","payment_type":"1","area":"\u88d5\u534e\u533a","type":"\u65e5\u7ed3"}],"hot":[{"rid":"34","title":"\u627e\u5de5\u4f5c","wage":"200"},{"rid":"35","title":"\u6c29\u5f27\u710a","wage":"200"}]}}###{"city":"130100","position":"2"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-10-27 19:47:25###{"position":"2","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u4ed8\u79d1\u6280"}}###{"position":"2","userid":"37"}###null###null###null###null
Personcenter/appointmentlist###5b19e91306b8e###2018-10-27 19:47:26###{"userid":"37","position":"2"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[]}###{"userid":"37","position":"2"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-10-27 19:47:29###{"position":"2","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u4ed8\u79d1\u6280"}}###{"position":"2","userid":"37"}###null###null###null###null
Personcenter/signuplist###5b1b4658e345b###2018-10-27 19:47:30###{"userid":"37","position":"2"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"end_date":"2018-07-11 18:56:56","title":"\u4ed8","area":"\u6cb3\u5317\u7701\u77f3\u5bb6\u5e84\u5e02\u88d5\u534e\u533a","rid":"38","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/DYAIOgq83eq3z4DAGCHf2C3hMAw9OREXVkPSP4EwnOSH1NNLiagalDajTWr6IzmgfsbTvbl8xQmGSTpH18axhTg\/132","tel":"12345678901"}]}###{"userid":"37","position":"2"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-10-27 19:47:31###{"position":"2","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u4ed8\u79d1\u6280"}}###{"position":"2","userid":"37"}###null###null###null###null
