User/index###5b1754d09398f###2018-07-29 08:37:33###{"code":"033QIwE52mxr2L0gAsG52uKIE52QIwEi"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"userid":"160","position":1,"person":0,"company":0}}###{"code":"033QIwE52mxr2L0gAsG52uKIE52QIwEi"}###null###null###null###null
Index/hot###5b179fa37ad75###2018-07-29 08:39:39###{"city":"440900","position":"1"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","wage":"150"},{"id":"49","title":"\u53d1\u5355\u5458","wage":"60"}]}###{"city":"440900","position":"1"}###null###null###null###null
Index/hot###5b179fa37ad75###2018-07-29 08:39:45###{"city":"440900","position":"1"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"36","title":"\u62db\u8058\u88c1\u5224","wage":"200"},{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","wage":"150"}]}###{"city":"440900","position":"1"}###null###null###null###null
Index/zhaopininfo###5b28e641e3829###2018-07-29 08:39:47###{"id":"44","userid":"160"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","position_id":"10","phone":"18733168876","wage":"150","payment_type":"3","type":"\u6708\u7ed3","end_date":"2026-07-12","job_start":"2018-07-12","job_end":"2026-07-12","worktime":"7:30\u81f318:30","lng":"114.66447","lat":"37.998737","address":"\u714a\u660e\u5bb6\u5177(\u77f3\u5bb6\u5e84\u5e02\u85c1\u57ce\u533a\u65b0\u4e30\u8857)","descript":"\u62db\uff01\u7f1d\u7eab\u5de5\uff0c\u526f\u5de5\uff0c\u8ba1\u4ef6\u6708\u7ed3\u3002","realname":"\u4e30\u8bda\u5236\u8863\u5382","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/Q0j4TwGTfTLVXDichWibE4lILicmHtvSeCTgOljqsz0CJn9t3uFGBKZG4XgQysiabLFGgJsJCV57GG97nS4MblIBHA\/132","collect":"0"}}###{"id":"44","userid":"160"}###null###null###null###null
Index/hot###5b179fa37ad75###2018-07-29 08:40:07###{"city":"440900","position":"1"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","wage":"150"},{"id":"49","title":"\u53d1\u5355\u5458","wage":"60"}]}###{"city":"440900","position":"1"}###null###null###null###null
Index/zhaopininfo###5b28e641e3829###2018-07-29 08:40:10###{"id":"49","userid":"160"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"id":"49","title":"\u53d1\u5355\u5458","position_id":"1","phone":"13503333962","wage":"60","payment_type":"2","type":"\u5468\u7ed3","end_date":"2021-07-26","job_start":"2018-07-02","job_end":"2018-08-30","worktime":"7:00\u81f39:00","lng":"114.56129","lat":"38.006023","address":"\u5353\u8fbe\u522b\u5885\u533a(\u5353\u8fbe\u522b\u5885\u533a\u5854\u5357\u8def\u535750\u7c73)","descript":"\u53d1\u653e\u4f20\u5355\u4ecb\u7ecd\u6563\u5de5\u8054\u76df\u8f6f\u4ef6\u8ba9\u4eba\u6ce8\u518c\u53d1\u5e03\u4fe1\u606f","realname":"\u77f3\u5bb6\u5e84\u79d1\u4e49\u901a\u4fe1\u5de5\u7a0b\u6709\u9650\u516c\u53f8","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/Q0j4TwGTfTL9ib4K1eHSmaSrr0zGOVqaYcLmrNC8PNrm675iaNicFuMAib2XFwE2icXZOvG4nIvT9LKkianjDmkjeJYA\/132","collect":"0"}}###{"id":"49","userid":"160"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-07-29 08:40:33###{"position":"1","userid":"160"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[]}###{"position":"1","userid":"160"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-07-29 08:41:19###{"position":"1","userid":"160"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[]}###{"position":"1","userid":"160"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-07-29 08:41:34###{"position":"1","userid":"160"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[]}###{"position":"1","userid":"160"}###null###null###null###null
Personcenter/about###5b3b1c670e126###2018-07-29 08:41:40###{"str":"fdf"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"content":"\u8fd9\u662f\u4e00\u4e2a\u5f88\u597d\u7684\u5c0f\u7a0b\u5e8f"}}###{"str":"fdf"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-07-29 08:41:46###{"position":"1","userid":"160"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[]}###{"position":"1","userid":"160"}###null###null###null###null
