User/index###5b1754d09398f###2018-07-08 18:46:50###{"code":"001pq7aw0hg4Hi18bSbw0L5Y9w0pq7aZ"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"userid":"26","position":"1","person":"1","company":"1"}}###{"code":"001pq7aw0hg4Hi18bSbw0L5Y9w0pq7aZ"}###null###null###null###null
Index/index###5b1781ee5e479###2018-07-08 18:47:05###{"city":"130100","position":"2"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"lunbo":[{"photo":"http:\/\/san.keyitongxin.com\/Public\/uploads\/ads\/20180706054404.jpg","linkurl":""},{"photo":"http:\/\/san.keyitongxin.com\/Public\/uploads\/ads\/20180706060844.jpg","linkurl":""}],"recommend":[{"rid":"32","title":"\u627e\u4e00\u4e2a\u524d\u53f0\u5de5\u4f5c","wage":"50","end_date":"2018-08-04","payment_type":"1","area":"\u88d5\u534e\u533a","type":"\u65e5\u7ed3"},{"rid":"37","title":"\u5356\u8863\u670d\u7684","wage":"50","end_date":"2018-12-05","payment_type":"1","area":"\u88d5\u534e\u533a","type":"\u65e5\u7ed3"},{"rid":"38","title":"\u627e\u4e00\u4e2a\u9500\u552e\u7684\u5de5\u4f5c","wage":"100","end_date":"2018-08-06","payment_type":"1","area":"\u88d5\u534e\u533a","type":"\u65e5\u7ed3"},{"rid":"41","title":"\u804c\u4e1a\u917f\u9152\u5e08","wage":"130","end_date":"2019-07-20","payment_type":"1","area":"\u88d5\u534e\u533a","type":"\u65e5\u7ed3"}],"hot":[{"rid":"32","title":"\u627e\u4e00\u4e2a\u524d\u53f0\u5de5\u4f5c","wage":"50"},{"rid":"34","title":"\u627e\u5de5\u4f5c","wage":"200"}]}}###{"city":"130100","position":"2"}###null###null###null###null
Fabu/area###5b188f4e99723###2018-07-08 18:47:22###{"pid":"130100"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"code":"","region":"\u5168\u90e8"},{"code":"130102","region":"\u957f\u5b89\u533a"},{"code":"130103","region":"\u6865\u4e1c\u533a"},{"code":"130104","region":"\u6865\u897f\u533a"},{"code":"130105","region":"\u65b0\u534e\u533a"},{"code":"130107","region":"\u4e95\u9649\u77ff\u533a"},{"code":"130108","region":"\u88d5\u534e\u533a"},{"code":"130121","region":"\u4e95\u9649\u53bf"},{"code":"130123","region":"\u6b63\u5b9a\u53bf"},{"code":"130124","region":"\u683e\u57ce\u533a"},{"code":"130125","region":"\u884c\u5510\u53bf"},{"code":"130126","region":"\u7075\u5bff\u53bf"},{"code":"130127","region":"\u9ad8\u9091\u53bf"},{"code":"130128","region":"\u6df1\u6cfd\u53bf"},{"code":"130129","region":"\u8d5e\u7687\u53bf"},{"code":"130130","region":"\u65e0\u6781\u53bf"},{"code":"130131","region":"\u5e73\u5c71\u53bf"},{"code":"130132","region":"\u5143\u6c0f\u53bf"},{"code":"130133","region":"\u8d75\u3000\u53bf"},{"code":"130181","region":"\u8f9b\u96c6\u5e02"},{"code":"130182","region":"\u85c1\u57ce\u5e02"},{"code":"130183","region":"\u664b\u5dde\u5e02"},{"code":"130184","region":"\u65b0\u4e50\u5e02"},{"code":"130185","region":"\u9e7f\u6cc9\u5e02"}]}###{"pid":"130100"}###null###null###null###null
Fabu/paytypes###5b30a7a7eeba5###2018-07-08 18:47:22###{"str":"fsd"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","type":"\u5168\u90e8"},{"id":"1","type":"\u65e5\u7ed3"},{"id":"2","type":"\u5468\u7ed3"},{"id":"3","type":"\u6708\u7ed3"}]}###{"str":"fsd"}###null###null###null###null
Fabu/zhiwei###5b17aa44d516a###2018-07-08 18:47:22###{"str":"fsd"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","position_name":"\u5168\u90e8"},{"id":"1","position_name":"\u9500\u552e"},{"id":"2","position_name":"\u5ba2\u670d"},{"id":"3","position_name":"\u4eba\u4e8b\/\u884c\u653f\/\u540e\u52e4"},{"id":"4","position_name":"\u9910\u996e"},{"id":"5","position_name":"\u65c5\u6e38"},{"id":"6","position_name":"\u9152\u5e97"},{"id":"7","position_name":"\u8d85\u5e02\/\u767e\u8d27\/\u96f6\u552e"},{"id":"8","position_name":"\u7f8e\u5bb9\u7f8e\u53d1"},{"id":"9","position_name":"\u8fd0\u52a8\u5065\u8eab"},{"id":"10","position_name":"\u666e\u5de5\/\u6280\u5de5"},{"id":"11","position_name":"\u5efa\u7b51"},{"id":"12","position_name":"\u7269\u4e1a\u7ba1\u7406"},{"id":"13","position_name":"\u623f\u4ea7\u4e2d\u4ecb"},{"id":"14","position_name":"\u6dd8\u5b9d\u804c\u4f4d"},{"id":"15","position_name":"\u8d22\u52a1\/\u5ba1\u8ba1\/\u7edf\u8ba1"},{"id":"16","position_name":"\u6cd5\u5f8b"},{"id":"17","position_name":"\u7ffb\u8bd1"},{"id":"18","position_name":"\u8ba1\u7b97\u673a\/\u4e92\u8054\u7f51\/\u7f51\u7edc"},{"id":"19","position_name":"\u4fdd\u9669"}]}###{"str":"fsd"}###null###null###null###null
Index/jianli###5b28db5a8f9c1###2018-07-08 18:47:22###{"city":"130100","type":"1"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"total":"6","result":[{"rid":"32","title":"\u627e\u4e00\u4e2a\u524d\u53f0\u5de5\u4f5c","end_date":"2018-08-04","wage":"50","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"37","title":"\u5356\u8863\u670d\u7684","end_date":"2018-12-05","wage":"50","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"38","title":"\u627e\u4e00\u4e2a\u9500\u552e\u7684\u5de5\u4f5c","end_date":"2018-08-06","wage":"100","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"41","title":"\u804c\u4e1a\u917f\u9152\u5e08","end_date":"2019-07-20","wage":"130","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"42","title":"\u5bb6\u6559","end_date":"2018-08-31","wage":"100","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"}]}}###{"city":"130100","type":"1"}###null###null###null###null
Fabu/paytypes###5b30a7a7eeba5###2018-07-08 18:47:29###{"str":"fsd"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","type":"\u5168\u90e8"},{"id":"1","type":"\u65e5\u7ed3"},{"id":"2","type":"\u5468\u7ed3"},{"id":"3","type":"\u6708\u7ed3"}]}###{"str":"fsd"}###null###null###null###null
Fabu/area###5b188f4e99723###2018-07-08 18:47:29###{"pid":"130100"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"code":"","region":"\u5168\u90e8"},{"code":"130102","region":"\u957f\u5b89\u533a"},{"code":"130103","region":"\u6865\u4e1c\u533a"},{"code":"130104","region":"\u6865\u897f\u533a"},{"code":"130105","region":"\u65b0\u534e\u533a"},{"code":"130107","region":"\u4e95\u9649\u77ff\u533a"},{"code":"130108","region":"\u88d5\u534e\u533a"},{"code":"130121","region":"\u4e95\u9649\u53bf"},{"code":"130123","region":"\u6b63\u5b9a\u53bf"},{"code":"130124","region":"\u683e\u57ce\u533a"},{"code":"130125","region":"\u884c\u5510\u53bf"},{"code":"130126","region":"\u7075\u5bff\u53bf"},{"code":"130127","region":"\u9ad8\u9091\u53bf"},{"code":"130128","region":"\u6df1\u6cfd\u53bf"},{"code":"130129","region":"\u8d5e\u7687\u53bf"},{"code":"130130","region":"\u65e0\u6781\u53bf"},{"code":"130131","region":"\u5e73\u5c71\u53bf"},{"code":"130132","region":"\u5143\u6c0f\u53bf"},{"code":"130133","region":"\u8d75\u3000\u53bf"},{"code":"130181","region":"\u8f9b\u96c6\u5e02"},{"code":"130182","region":"\u85c1\u57ce\u5e02"},{"code":"130183","region":"\u664b\u5dde\u5e02"},{"code":"130184","region":"\u65b0\u4e50\u5e02"},{"code":"130185","region":"\u9e7f\u6cc9\u5e02"}]}###{"pid":"130100"}###null###null###null###null
Fabu/zhiwei###5b17aa44d516a###2018-07-08 18:47:29###{"str":"fsd"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","position_name":"\u5168\u90e8"},{"id":"1","position_name":"\u9500\u552e"},{"id":"2","position_name":"\u5ba2\u670d"},{"id":"3","position_name":"\u4eba\u4e8b\/\u884c\u653f\/\u540e\u52e4"},{"id":"4","position_name":"\u9910\u996e"},{"id":"5","position_name":"\u65c5\u6e38"},{"id":"6","position_name":"\u9152\u5e97"},{"id":"7","position_name":"\u8d85\u5e02\/\u767e\u8d27\/\u96f6\u552e"},{"id":"8","position_name":"\u7f8e\u5bb9\u7f8e\u53d1"},{"id":"9","position_name":"\u8fd0\u52a8\u5065\u8eab"},{"id":"10","position_name":"\u666e\u5de5\/\u6280\u5de5"},{"id":"11","position_name":"\u5efa\u7b51"},{"id":"12","position_name":"\u7269\u4e1a\u7ba1\u7406"},{"id":"13","position_name":"\u623f\u4ea7\u4e2d\u4ecb"},{"id":"14","position_name":"\u6dd8\u5b9d\u804c\u4f4d"},{"id":"15","position_name":"\u8d22\u52a1\/\u5ba1\u8ba1\/\u7edf\u8ba1"},{"id":"16","position_name":"\u6cd5\u5f8b"},{"id":"17","position_name":"\u7ffb\u8bd1"},{"id":"18","position_name":"\u8ba1\u7b97\u673a\/\u4e92\u8054\u7f51\/\u7f51\u7edc"},{"id":"19","position_name":"\u4fdd\u9669"}]}###{"str":"fsd"}###null###null###null###null
Index/jianli###5b28db5a8f9c1###2018-07-08 18:47:29###{"city":"130100","type":"1"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"total":"6","result":[{"rid":"32","title":"\u627e\u4e00\u4e2a\u524d\u53f0\u5de5\u4f5c","end_date":"2018-08-04","wage":"50","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"37","title":"\u5356\u8863\u670d\u7684","end_date":"2018-12-05","wage":"50","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"38","title":"\u627e\u4e00\u4e2a\u9500\u552e\u7684\u5de5\u4f5c","end_date":"2018-08-06","wage":"100","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"41","title":"\u804c\u4e1a\u917f\u9152\u5e08","end_date":"2019-07-20","wage":"130","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"42","title":"\u5bb6\u6559","end_date":"2018-08-31","wage":"100","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"}]}}###{"city":"130100","type":"1"}###null###null###null###null
Index/jianliinfo###5b28e609a6aa7###2018-07-08 18:47:33###{"rid":"42","userid":"26"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"id":"42","title":"\u5bb6\u6559","position_id":"17","phone":"17370237836","wage":"100","payment_type":"1","type":"\u65e5\u7ed3","end_date":"2018-08-31","lng":"114.54511","lat":"38.023735","address":"\u6d77\u5e95\u635e\u706b\u9505(\u4e07\u8fbe\u5e97)","description":"\u5e26\u51fa\u6210\u7ee9\uff0c\u5065\u5eb7\u6210\u957f","realname":"\u90b8","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/DYAIOgq83er4IPqj4H3jQOO3c5zGN8Upmfq36dpmcG6RTelmwMxlSfnrkJo5ec46Zun8gULjjk9qTficS53sIVA\/132","collect":"0"}}###{"rid":"42","userid":"26"}###null###null###null###null
Index/jianli###5b28db5a8f9c1###2018-07-08 18:47:50###{"city":"130100","type":"1"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"total":"6","result":[{"rid":"32","title":"\u627e\u4e00\u4e2a\u524d\u53f0\u5de5\u4f5c","end_date":"2018-08-04","wage":"50","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"37","title":"\u5356\u8863\u670d\u7684","end_date":"2018-12-05","wage":"50","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"38","title":"\u627e\u4e00\u4e2a\u9500\u552e\u7684\u5de5\u4f5c","end_date":"2018-08-06","wage":"100","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"41","title":"\u804c\u4e1a\u917f\u9152\u5e08","end_date":"2019-07-20","wage":"130","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"42","title":"\u5bb6\u6559","end_date":"2018-08-31","wage":"100","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"}]}}###{"city":"130100","type":"1"}###null###null###null###null
Fabu/area###5b188f4e99723###2018-07-08 18:47:50###{"pid":"130100"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"code":"","region":"\u5168\u90e8"},{"code":"130102","region":"\u957f\u5b89\u533a"},{"code":"130103","region":"\u6865\u4e1c\u533a"},{"code":"130104","region":"\u6865\u897f\u533a"},{"code":"130105","region":"\u65b0\u534e\u533a"},{"code":"130107","region":"\u4e95\u9649\u77ff\u533a"},{"code":"130108","region":"\u88d5\u534e\u533a"},{"code":"130121","region":"\u4e95\u9649\u53bf"},{"code":"130123","region":"\u6b63\u5b9a\u53bf"},{"code":"130124","region":"\u683e\u57ce\u533a"},{"code":"130125","region":"\u884c\u5510\u53bf"},{"code":"130126","region":"\u7075\u5bff\u53bf"},{"code":"130127","region":"\u9ad8\u9091\u53bf"},{"code":"130128","region":"\u6df1\u6cfd\u53bf"},{"code":"130129","region":"\u8d5e\u7687\u53bf"},{"code":"130130","region":"\u65e0\u6781\u53bf"},{"code":"130131","region":"\u5e73\u5c71\u53bf"},{"code":"130132","region":"\u5143\u6c0f\u53bf"},{"code":"130133","region":"\u8d75\u3000\u53bf"},{"code":"130181","region":"\u8f9b\u96c6\u5e02"},{"code":"130182","region":"\u85c1\u57ce\u5e02"},{"code":"130183","region":"\u664b\u5dde\u5e02"},{"code":"130184","region":"\u65b0\u4e50\u5e02"},{"code":"130185","region":"\u9e7f\u6cc9\u5e02"}]}###{"pid":"130100"}###null###null###null###null
Index/jianliinfo###5b28e609a6aa7###2018-07-08 18:47:50###{"rid":"41","userid":"26"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"id":"41","title":"\u804c\u4e1a\u917f\u9152\u5e08","position_id":"4","phone":"15373937993","wage":"130","payment_type":"1","type":"\u65e5\u7ed3","end_date":"2019-07-20","lng":"114.54937","lat":"38.00833","address":"\u5357\u738b","description":"\u4f1a\u53d1\u4f20\u5355","realname":"\u8d75\u660e\u8fdc","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/PiajxSqBRaEL2yDl7cdXlh7s3bV2DTeXM6M8rdN5Tr9Jf8wcGSicTXEDgzmAME9JTYpFpEAK3jFTluQTA4tKp4xg\/132","collect":"0"}}###{"rid":"41","userid":"26"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-07-08 18:47:54###{"position":"2","userid":"26"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u77f3\u5bb6\u5e84\u79d1\u4e49\u901a\u4fe1\u5de5\u7a0b\u6709\u9650\u516c\u53f8"}}###{"position":"2","userid":"26"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-07-08 18:48:01###{"position":"2","userid":"26"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u77f3\u5bb6\u5e84\u79d1\u4e49\u901a\u4fe1\u5de5\u7a0b\u6709\u9650\u516c\u53f8"}}###{"position":"2","userid":"26"}###null###null###null###null
Fabu/paytypes###5b30a7a7eeba5###2018-07-08 18:48:04###{"str":"fas554"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","type":"\u5168\u90e8"},{"id":"1","type":"\u65e5\u7ed3"},{"id":"2","type":"\u5468\u7ed3"},{"id":"3","type":"\u6708\u7ed3"}]}###{"str":"fas554"}###null###null###null###null
Fabu/zhiwei###5b17aa44d516a###2018-07-08 18:48:04###{"str":"fas554"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","position_name":"\u5168\u90e8"},{"id":"1","position_name":"\u9500\u552e"},{"id":"2","position_name":"\u5ba2\u670d"},{"id":"3","position_name":"\u4eba\u4e8b\/\u884c\u653f\/\u540e\u52e4"},{"id":"4","position_name":"\u9910\u996e"},{"id":"5","position_name":"\u65c5\u6e38"},{"id":"6","position_name":"\u9152\u5e97"},{"id":"7","position_name":"\u8d85\u5e02\/\u767e\u8d27\/\u96f6\u552e"},{"id":"8","position_name":"\u7f8e\u5bb9\u7f8e\u53d1"},{"id":"9","position_name":"\u8fd0\u52a8\u5065\u8eab"},{"id":"10","position_name":"\u666e\u5de5\/\u6280\u5de5"},{"id":"11","position_name":"\u5efa\u7b51"},{"id":"12","position_name":"\u7269\u4e1a\u7ba1\u7406"},{"id":"13","position_name":"\u623f\u4ea7\u4e2d\u4ecb"},{"id":"14","position_name":"\u6dd8\u5b9d\u804c\u4f4d"},{"id":"15","position_name":"\u8d22\u52a1\/\u5ba1\u8ba1\/\u7edf\u8ba1"},{"id":"16","position_name":"\u6cd5\u5f8b"},{"id":"17","position_name":"\u7ffb\u8bd1"},{"id":"18","position_name":"\u8ba1\u7b97\u673a\/\u4e92\u8054\u7f51\/\u7f51\u7edc"},{"id":"19","position_name":"\u4fdd\u9669"}]}###{"str":"fas554"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-07-08 18:48:05###{"position":"2","userid":"26"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u77f3\u5bb6\u5e84\u79d1\u4e49\u901a\u4fe1\u5de5\u7a0b\u6709\u9650\u516c\u53f8"}}###{"position":"2","userid":"26"}###null###null###null###null
